hour,oaid,os,item_names,brand,sw,sh
8,38441863AB5145C08C1B4AB88C9E7B07cd8b3a1f53cc98b77d609f9b34efe9e2,Android,"芒果出品,青春,偶像,爱情,网剧",OPPO,1371,720
2,,,其他,HONOR,1080,2208
0,15bb5c0eea44123812968117f92d79c7d28aeb1cabd5c048cbbbc994f07868b9,Android_10,"都市,爱情",vivo,1080,2316
3,,,"都市,家庭,芒果出品",OPPO,1080,2132
6,8b7af0e915039b35,Android_10,"剧情,爱情,芒果出品,都市",Redmi,720,1449
5,d1c72a195fa52af5,Android_11,"剧情,都市",Redmi,1080,2276
0,FF090666D46B4BBD850ADB7D6474FBF55766d48e059e7d84cb2b928c224892cc,Android_13,"剧情,爱情,悬疑,犯罪",OPPO,1080,2153
1,,,"言情,穿越,古装,芒果出品",apple,1170,2532
9,1689a87c7abb0010d974262d28eb1a83207972a67d781d14ce97a8bc51734120,Android_10,"明星,真人秀,芒果出品",vivo,2115,1080
8,bb97f720d90f5718,Android_13,"真人秀,美食",Redmi,1080,2276
9,,,"真人秀,教育",apple,1170,2532
7,,Android_9,"纪实,生活,真人秀",OPPO,2340,1080
7,,,其他,apple,1170,2532
0,,,"剧情,都市",apple,1179,2556
6,,Android_12,"家庭,喜剧,青春",HONOR,1080,2316
7,de739abeb9f63439,Android_11,"爱情,悬疑,犯罪",Redmi,1080,2190
7,60D93C47F7264E6788F3CCA7EFBDFBD734d4f88ecac154014d3f37c06ce3597a,Android_12,其他,realme,720,1536
9,268D99C9F42846EAB8737BE19A27D018b5b60cc1a35380fbb9a3b6f4efffc083,Android_12,音乐,OPPO,1080,2285
4,B1ED00B3A35142F39BCCCF63B0F50AA85388d7ed5969d70d9859d252b1f6907b,Android_11,音乐,OPPO,1080,2161
1,,,"都市,爱情",vivo,1080,1920
9,c619c91561dd3139044238ceb8c64a2b520c33d663eb32cc8c4d6e6693077219,Android_11,"剧情,悬疑,谍战,年代",vivo,1080,2283
0,,Android_11,"爱情,都市,家庭",HONOR,1080,2316
7,,,"真人秀,美食,明星",apple,2224,1668
6,,,"剧情,家庭",apple,1125,2436
8,9b8041789062b9fba02617a520892977de85d70e1acf46f794ffdf868cf9a898,Android_11,"剧情,喜剧,芒果出品",vivo,720,1554
8,,,"爱情,奇幻",apple,750,1334
8,fea6d46cc9cee620,Android_10,"纪实,生活,真人秀",Xiaomi,1080,2068
8,454CF71950D84A178083EAC04A2875FD69ebd7e21699af33300b4f2ae2946078,Android_12,"悬疑,犯罪,芒果出品",realme,2293,1080
7,ABF57496C8024A169D49CBC1BAA752B4e9d8466d85bc3081eab591c115ad46a3,Android_12,其他,OPPO,2158,1080
7,1900f0e4b32d5b4fdd70c10170d7bfb98a696a159d0de699ba8dd2596e81d55b,Android_13,"剧情,家庭",samsung,1080,2199
0,,,"明星,真人秀,芒果出品",apple,828,1792
0,,Android_10,"音乐,竞技",HUAWEI,1080,2322
1,83fdb0889a5728e7,Android_11,其他,Redmi,1080,2190
4,,Android_12,"爱情,都市,家庭",HONOR,765,1445
0,,Android_11,"剧情,都市",HONOR,2178,1080
8,,Android_10,音乐,HUAWEI,2000,1200
1,,Android_13,其他,OPPO,2305,1032
8,,Android_12,"纪实,生活,真人秀",HUAWEI,1176,2328
6,,Android_10,"文化,脱口秀,搞笑",HUAWEI,1080,2139
4,85C9573E6AC84BB59020856214B0D67B9521992093a28e5a954dfe8007b643ba,Android_12,"爱情,都市",OPPO,1080,2161
1,,,其他,apple,1170,2532
1,8C7629295C8B4A899972B0FA636EA0C05ed1515c8a4c3985f5e7c0821469b40c,Android_11,其他,OPPO,1080,2340
5,b6f42598681bde47,Android_11,"纪实,生活,真人秀",Xiaomi,2560,1564
6,,,"纪实,生活,真人秀",apple,2160,1620
16,6f245097b5fa3f38,Android_11,"偶像,喜剧,爱情,古装,芒果出品",Redmi,720,1449
11,,,"都市,爱情,芒果出品",apple,1170,2532
12,,Android_10,"明星,真人秀,音乐,芒果出品",HUAWEI,2051,1284
10,,,"剧情,都市",apple,1284,2778
10,,,"剧情,犯罪",apple,2160,1620
13,,Android_12,其他,HONOR,1080,2184
15,a6eb38c6069e4fc2,Android_12,其他,Xiaomi,1080,2206
10,6946A1D49F874357B76029995CA8519F4ba11de27cf2b5d45dea2787cea8aa40,Android_11,其他,OPPO,2293,1080
11,DCED7794DB6E1F18E3BD840536DC85E8659E08238D307EED62023883ACD8D916,Android_11,"剧情,爱情,芒果出品",OnePlus,1080,2287
16,,Android_9,"都市,校园,家庭",HUAWEI,1080,2148
11,,,"都市,爱情",apple,1125,2436
13,,,"爱情,都市,家庭",apple,2688,1242
12,85A10BB58695422DB4A62EBAEC194BE254ae4bcfda49dc2a32cdf85ba5cdd3ad,Android,"纪实,生活,真人秀",OPPO,2264,1080
13,175b7b4b9ba6a61ce70a2fe24970672fd6f0176dc04ebd1c724bbb2cd5daf073,Android_10,"战争,剧情",vivo,1080,2115
11,,Android_10,"芒果出品,网剧,都市,爱情",HONOR,1080,2259
11,70e7c1f5c1454f721f8c5fa6d2ffa58a72ba151f58abfd6039c36e0560dcb3bb,Android_9,"音乐,竞技",vivo,1488,720
10,,,"情感,旅游,真人秀,芒果出品",apple,2048,1536
12,593F33AE8DBF42938F969A4D6CCC6C1D31306c9fac6e393f95132530a2c649ac,Android_10,"古装,青春",realme,1080,2290
16,e2d53d03468094e004917bc823c7115198f13ed6c0784d387d1aba406a803d30,Android_11,其他,vivo,1080,2216
11,,Android_10,"益智,真人秀,搞笑,芒果出品",HUAWEI,1200,2499
16,654B6F9537834F75BB0ECC1E16B15BFE5c61662b3f50b4dcc28bc67628e305d5,Android_10,"都市,剧情",OPPO,1080,2200
15,,,其他,apple,2688,1242
12,,,"爱情,剧情,喜剧,都市,家庭",apple,,
12,,Android_10,其他,HUAWEI,1080,2292
14,B9287065A9FC4BFEB149C764C2310FA150c56d58e58096ab2132146c8192be01,Android_12,"剧情,都市",OPPO,2282,1080
12,9afe741e8b32399e3482e9736f155cfe8c266a421eb42844ad73f14714ea511d,Android_9,"爱情,都市,职场,芒果出品",vivo,2075,1080
12,bd52ab6cb88aec5f78da6165ee28698640a9c52d85c306ed8c62e876aa7b6f0b,Android_11,"剧情,爱情,芒果出品",samsung,1080,2277
11,90449c87275f1007,Android_9,"剧情,喜剧,爱情,家庭",xiaomi,1897,1100
11,C01B45E5B58D4876B6B59128F8725CF75634992112a1bd94c51996d756cbf538,,"真人秀,音乐",OPPO,720,1456
12,,Android_12,"爱情,都市",HUAWEI,2289,1080
12,,,"芒果出品,爱情,古装",apple,1242,2688
15,03950B15D6EE4D27BAF7817C03D40AEF94c43fe53dd59756435d6e8801b815ea,Android_11,"爱情,都市,家庭",OPPO,1080,2290
13,,Windows,"爱情,言情,都市,芒果出品",,,
15,ed7ceb214e1f4e08c1fb8e993e440e03bf7c6bed01f7df1d85cc73bb3261d105,Android_10,其他,vivo,2278,1080
10,,Android_12,"真人秀,益智,芒果出品",HONOR,2178,1080
10,,Android_12,"真人秀,益智,芒果出品",HONOR,2178,1080
10,,Mac,其他,,1024,1366
15,,Android_12,"剧情,喜剧,芒果出品",HUAWEI,1080,2214
11,,Android_10,"明星,真人秀,竞演",HUAWEI,1945,1080
11,,Android_10,"芒果出品,都市,爱情,剧情",HUAWEI,1080,2224
11,,Android_12,"悬疑,芒果出品",HUAWEI,1601,2006
12,,,"音乐,竞技",apple,1170,2532
13,,Android_12,"剧情,喜剧,爱情,家庭",HUAWEI,1152,2268
14,,,其他,apple,2388,1668
16,DEF50E808066D21B89E8E23DA60DCB2018D517FDE9BDF0A9453B4EE633AC62D5,Android_11,"都市,爱情,芒果出品",OnePlus,1080,2249
11,,Android_10,"芒果出品,青春,偶像,爱情,古装,网剧",HUAWEI,2259,1080
16,,,其他,apple,2266,1488
11,341F17393A2D4C0C8809F195ABC24FA9b800a6655ace552c3a5bd4ea4bc4a4d3,Android_11,"剧情,悬疑,犯罪",OPPO,720,1536
13,,,"明星,真人秀,芒果出品",apple,1179,2556
11,,Android_10,"都市,家庭,芒果出品",HUAWEI,1200,2000
12,09c24fcee12c2d83e4a99071addc6479dce653753e3214cdf515854fd4bd8c7e,Android_9,"青春,偶像,爱情",vivo,1080,2141
16,,,"芒果出品,真人秀,明星,搞笑",apple,828,1792
14,,,"剧情,喜剧,爱情,家庭",vivo,1080,1920
13,,Android_9,"爱情,都市,家庭",HONOR,1200,1836
12,,,"真人秀,音乐",HUAWEI,1080,2277
12,,,"剧情,爱情,芒果出品",apple,1334,750
14,,,其他,apple,750,1334
9,AA7984FDC6424B84970B07294F39AC8C896f28bccc5ba31ac7bc03e3c80cbeef,Android_11,"悬疑,芒果出品",OPPO,1080,806
13,10e5c16088480cf0d36c038f3ecc4f097c5838256d7427a52e3d5efbd36c7479,Android_9,"家庭,爱情",vivo,2169,1080
12,,,"古装,爱情,悬疑,芒果出品",apple,1170,2532
12,,,其他,apple,1170,2532
12,,,"都市,爱情",apple,2532,1170
16,05DB0C109F9349489DE437832350AD50fb21b1cfaed6315bde8bf0923ce0bf18,,"都市,爱情,悬疑,芒果出品",OPPO,720,1424
11,CB858A6886BC4239945CD7DE21807B4B88b231c2fb96d8089d4e9b480687f2f5,Android_11,"剧情,悬疑,谍战,年代",OPPO,1080,2208
13,fa3e0bd3c47f0ce5,Android_11,"剧情,爱情,都市,芒果出品",Redmi,2304,1036
12,10d1f60af7c53c5d,Android_11,"纪实,生活,真人秀",Redmi,1080,2276
13,d10d6d5dcaa5d3890331b5942296e7caf4ae71a6a387cdf49cc1063df6fb5801,Android_12,"古装,爱情,悬疑,芒果出品",samsung,1080,2105
15,975A597F03D24B378947047CECA667016d42e1a6fb14fe7bbcbd156ef799fa9e,Android_13,"都市,爱情,芒果出品",OPPO,1080,2161
11,cb40c802e2c065d38514928564f5d8c95120de5faaa3fab9ea3ea1bee670a820,Android_10,"爱情,都市,家庭",vivo,720,1554
14,C7AEA7D3F043437BBFE4883D2A5453F2d9dbd244a1ed273ef1c012188462d394,Android_12,"剧情,喜剧,爱情,家庭",OPPO,720,1460
11,,Android_10,"战争,剧情",HUAWEI,1080,2208
12,,Android_12,"都市,爱情,剧情",HUAWEI,2280,1080
12,8ADAF065377E4E0782A69A15F27D30AA5b42b1301e5be7c2f368f99079ea89f5,Android_12,"真人秀,美食,明星",OPPO,1080,2237
10,,,其他,apple,1170,2532
13,5F319CD48A354439B7135AA9082F631A6e1060841fa59f9899ee44761205d96e,Android_12,"古装,武侠,剧情,芒果出品",OPPO,1080,2245
15,,Android_10,"明星,真人秀,竞演",HUAWEI,2148,1080
12,d65996dcf57d096188fccc894f2d8d9a010558d50a8bfb9251fa65b1563cd51b,Android_13,"都市,爱情,芒果出品",vivo,1080,1479
15,C71DAC77975C4353BBC0394EEF775B9Af93155d70ff45bdc9ac2ab619104912b,Android_12,其他,realme,1080,2232
11,534f2adeca68ce6031e48356c0aec58a7a7d9bd483d12d6656e0a5ee9ae8df36,Android_9,"剧情,喜剧,爱情,家庭",vivo,1080,2267
12,,,"爱情,都市,家庭",apple,828,1792
16,9c394f8ae89d128146ff92cd18df6bb252940530866d0b99df767f2b18d0df57,Android_10,"爱情,奇幻",vivo,1080,2278
10,,Android_12,"古装,武侠,剧情,芒果出品",HUAWEI,1152,2268
16,b4e0ab0dbcce2fe6,Android_12,"剧情,古装,爱情",Redmi,1601,688
15,,Mac,"真人秀,芒果出品",,,
14,AF711638420E403A992C41AFCED01074025e346f322a9aa6d4388dd67c7cfd08,Android_12,"都市,爱情,剧情",OPPO,2153,1080
10,,,其他,apple,828,1792
14,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532
11,afe0184814f7b4b1423d22fb45179900fd998f353f188ac77edeb58c91d30dce,Android_11,其他,vivo,1080,2319
10,07A788A89723402F88E773CFB53D631C767f5a29072200fd2588d998c909c029,Android_11,"芒果出品,青春,网剧,爱情,偶像",OPPO,2156,1080
13,,Android_9,音乐,HUAWEI,1080,1792
13,,,"益智,芒果出品",apple,828,1792
11,0D179C51CD88448996F7B0D1B58CD67Ab63af0bdb8524ee89bfdcdbf389194ce,Android_11,"爱情,都市,家庭",realme,1080,2251
12,,,"偶像,都市,爱情,青春",apple,1125,2436
12,a6837a07f5837ba6a4cd10bffd88cc091e45f9253a79c5a4dd25f793fa4fbea8,Android_9,其他,vivo,1080,2184
11,FEB8CAA45B4D42D58F67C099E93603D7f707df01b4957f96e78c9e020f1691c4,Android_13,"喜剧,爱情,芒果出品",OPPO,1080,2245
13,,Android_9,"剧情,喜剧,爱情,家庭",HUAWEI,1080,2160
11,,,"爱情,偶像",apple,1179,2556
14,,Android_10,"青春,校园,芒果出品",HUAWEI,2265,1080
15,c3d33fa1e81d3818,Android_11,"校园,青春,偶像,爱情",Xiaomi,2560,1564
16,,,"悬疑,犯罪,芒果出品",apple,2208,1242
13,,,"剧情,喜剧,爱情,家庭",apple,1170,2532
12,77577c808f766debac7b34edf8ff1808175ee57af8a01e7553852bfb3ff3c94e,Android_30,"战争,剧情",vivo,1080,2342
12,,Android_10,"音乐,芒果出品",HUAWEI,1200,1444
13,4514a77a5d66ac6257f069d9840513d989b8fa1ca830283bebf58f4788c2a398,Android_10,"剧情,悬疑,爱情",vivo,1080,2198
11,FC3BEB534AAF4F948DFBB7F0081921DCb68da8ff492528d7bcad1f6f31339f4b,Android_12,"亲子,芒果出品,真人秀",OPPO,2170,1080
12,,Android_11,"剧情,喜剧,爱情,家庭",HONOR,1080,2184
16,,Android_12,"亲子,芒果出品,真人秀",HUAWEI,2499,1200
12,,Android_12,"爱情,都市,职场,芒果出品",HUAWEI,1228,1789
10,,Android_10,"真人秀,益智,芒果出品",HONOR,2340,1080
11,,,"古装,武侠,剧情,芒果出品",apple,1170,2532
11,,,"真人秀,竞技",apple,1170,2532
14,0C0E3C90CEAD42C38CF87DBD857CBFA076d43d0e3f8b286d30061ebd64520d4e,Android_11,"都市,职场",OPPO,720,1536
10,,,"剧情,悬疑,谍战,年代",apple,1125,2436
15,438CF76D3D44460FA4CF86CC27CFE0A626199dc89f56a6e01b8fb94b29f524fb,Android_10,"都市,爱情",realme,1544,720
19,,Android_9,"爱情,都市,家庭",HUAWEI,1920,1137
19,,,"真人秀,芒果出品",apple,828,1792
18,,,"校园,青春,偶像,爱情",apple,828,1792
19,C136DA3445124178894B8B90F65202F9ae196738bcc51396750676ba289e0429,Android,"真人秀,教育",realme,2293,1026
18,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532
19,A589C0C8B4D645C08CCF7563AE7CD81F7513aa478f2b4f1319d29c411ac9ab14,,其他,OPPO,720,1520
18,38AB8A410BCA422F9C7B6C746682FF27051126a9a776813e7b4d387aeefbde0f,Android_12,"真人秀,美食,明星",OPPO,1080,1600
18,8C45262536164520A5CF5A36DBB16DF653ed14f4320cd356ee79afb2164b5a49,Android_12,其他,OPPO,1080,2290
19,,,"真人秀,美食",apple,2048,1536
19,866CF8A42E294193A27D93B5B32CEF24d2531df432bef6a09cee03165fe4411d,Android_13,音乐,OPPO,1080,2305
16,,Android_10,"情感,旅游,真人秀,芒果出品",HUAWEI,,
16,,,"爱情,悬疑,都市,芒果出品",apple,1170,2532
19,5505F50EB9CC4C00AF6D120C3EB9CA64363cb892d1f4023cedee8a1165f85dff,Android_12,"古装,青春",realme,1080,2290
20,,,"爱情,都市,家庭",apple,1792,828
20,,,"古装,悬疑,爱情",apple,828,1792
18,,,"剧情,爱情,悬疑,犯罪",vivo,1436,720
17,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,2223,1080
18,F697A71296C248C2B77A2FFB2F82B0BA1a169a056ae1c6f42da75037e501a032,Android_13,音乐,OPPO,1080,2173
19,,Android_10,"剧情,爱情,芒果出品",HONOR,1080,2400
19,,Android_12,"爱情,都市,家庭",HONOR,1122,2234
19,,,"都市,爱情,芒果出品",apple,1170,2532
20,EADA778C04B14EB29882098640F77A8921b03ac4900e946c985c835e3a4c2443,Android_12,"都市,爱情,剧情",realme,1080,2161
19,,,"芒果出品,爱情,古装",apple,1284,2778
17,,,"都市,爱情,芒果出品",apple,2208,1242
18,e938dbe7aa792304408fe45725f69883a7d8ed0e326b1a0d5a14a596bfd19bd3,Android_11,"剧情,爱情,古装",vivo,1080,1617
18,66A98D9AF45842DBBF0A686C3FD4C2486b71e6f9c57fe9f61bcc23051c74fb5f,Android_13,"剧情,喜剧,爱情,家庭",OPPO,2161,1080
19,,,"纪实,生活,真人秀",apple,2532,1170
20,,,"芒果出品,青春,偶像,爱情,古装,网剧",apple,1179,2556
20,,,其他,apple,2778,1284
17,ec007afada056ec7,Android_12,"古装,武侠,剧情,芒果出品",Xiaomi,1080,2285
17,3724e9b3efe73a750d15b5f860cc241660f31e8a427adde6df37d68c8e41c9e2,Android_12,其他,samsung,1080,2504
20,,Android_12,其他,HUAWEI,2214,1080
17,AF840943AC394939960446B240607C959d46326398cacb54509d95797433ccfa,Android_12,其他,OPPO,720,1548
20,,Android_10,"真人秀,益智",HUAWEI,1152,2268
20,E36A4B12BB4C46C3BC8B39FE2F69858A9d3aa4afac33f12ce3de2317b67b0da1,Android_11,"剧情,家庭",OPPO,1080,2208
17,1DA26A87AC5841B68B5FDB0E3B6CA669226e36243147a314fc0b7de3ed43cd85,Android_13,其他,realme,1080,2316
20,,,"爱情,偶像",apple,2532,1170
18,,Windows,"校园,青春,奇幻,喜剧,爱情",,,
19,,,"青春,偶像,校园",apple,1284,2778
19,03F2B60651424951B432F99824D2F286665b1b05849f6311dc39982579390012,,"剧情,家庭",OPPO,720,1520
20,,Android_12,其他,HONOR,2238,1080
18,d2fbbb5ff9cea20f2e04616a087071ede9b3181ba7c6b13de3bfeb9668a9cf7b,Android_12,"剧情,都市",vivo,2309,1080
18,356e5072c09776a0,Android_11,"剧情,喜剧,爱情,家庭",Redmi,2297,1036
20,9211007a5a86f64b5acbd7359e3fb534cd87ac1a402491139943d90c6cd5bf9f,Android_11,"真人秀,益智,搞笑",vivo,1080,2216
19,,,其他,HUAWEI,1080,2040
20,,,其他,apple,828,1792
16,F505D31765BF48FD91549AF850EC008989384143f49781be9629e54f8249ff4d,Android_12,"家庭,喜剧,青春",OPPO,1080,2290
16,67d57f4ef91ac57f,Android_9,剧情,Xiaomi,2030,1080
18,,,其他,Xiaomi,,
16,,,"真人秀,美食,明星",apple,1290,2796
17,ed7312e36dcc8141f9feeeb78243b43f,Android_12,其他,Lenovo,2460,1080
19,,,"战争,剧情",apple,1170,2532
19,,,"剧情,喜剧,爱情,家庭",apple,2048,1536
17,,Android_12,"都市,爱情,剧情",HUAWEI,2241,1080
16,,Android_9,"剧情,喜剧,芒果出品",HONOR,1080,2044
18,94D9EE8056324908B78F5C26C656F707342efb3701c492650a27e5d57fd094a0,Android_10,"都市,芒果出品,剧情",realme,720,1456
18,,,"都市,爱情,芒果出品",apple,1170,2532
17,,,其他,apple,1284,2778
18,,,"纪实,生活,真人秀",apple,1024,768
20,,Android_10,"都市,芒果出品,剧情",HUAWEI,2265,1080
17,F1F6D25AB1794598986AB0F4CF18F39D05afaf0df1fde9a2e9ea719112e169ec,Android_11,"芒果出品,都市,爱情,剧情",OPPO,2150,1080
18,,Android_12,"爱情,都市,家庭",HUAWEI,1920,2984
20,,,"古装,爱情,芒果出品",apple,1170,2532
20,,,其他,apple,1792,828
17,a1e79b2467eedf68,Android_12,"喜剧,爱情,芒果出品",Redmi,1080,2356
19,,Android_9,"战争,剧情",HUAWEI,1200,1852
16,,,其他,apple,1125,2436
20,,Android_10,"剧情,爱情,悬疑,犯罪",HONOR,1080,2322
20,,Android_10,"剧情,喜剧,芒果出品",HONOR,1080,2232
18,,Android_12,"都市,爱情,芒果出品",HONOR,1080,2122
19,,,其他,apple,1242,2208
19,1b6630df41c57aba,Android_11,"农村,剧情",Xiaomi,2560,1494
18,,,"仙侠,古装,爱情",apple,1284,2778
20,,Android_10,"爱情,都市,家庭",HONOR,2214,1080
17,f025afe3c882a68a2ba8737eb3a491b34f42030570cb5d9387179e14bbf0dfde,Android_10,"剧情,悬疑,犯罪",vivo,1080,2216
20,F2E43051153E46FFA1BC579FC23089075ede4aeea7109eba83f4db1e5165d45b,Android_11,"都市,爱情,芒果出品",OPPO,1080,2158
17,,Android_12,音乐,HUAWEI,1080,2159
20,,Android_10,"年代,都市",HUAWEI,1200,2499
19,5A05FB4FDA4D45FB91463DB135371D1699fcf39e3076b986d9385b9e6fde2319,Android_9,剧情,OPPO,1080,2128
18,,Android_12,"宫廷,古装,爱情,剧情",HUAWEI,1133,2348
16,0C6B0EF8EA864D64A05C869825C2730574610739f6a6daed4f952ed8b8b15e13,Android_11,其他,OPPO,720,1440
20,,Android_12,"文化,脱口秀,搞笑",HONOR,2153,1104
17,22ed25ebd488660c1827cf858d68990204cbb4fbecd674872ee026c4322e0872,Android_11,"古装,爱情",samsung,1080,2501
20,D25211EAD5C0491583389EA97AE691DF274d4ae3af20a83086439236a26895fa,,"青春,校园",OPPO,720,1424
18,4c1e406380a0d43c2c495df944c4c862352f87f8613b39b862b1acf523667b29,Android_12,"战争,剧情",neken,1526,688
20,1815c303ffcc05cb,Android_12,其他,Xiaomi,1080,2120
17,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,1080,2137
20,CBA2F0B8CF4C4CFDBCBFA52F9281FB81946a3618a765bd2f49b49740aeea706a,Android,其他,OPPO,2293,1080
17,,,"都市,爱情,剧情",apple,2532,1170
23,,Android_10,"音乐,竞技",HUAWEI,1080,2159
22,,,其他,apple,1284,2778
7,e99f17252bdfd722,Android_10,"家庭,都市",Redmi,1449,720
23,b91194d3fd2fc56949ee803adab45fb87af16f19f8655f33b9ae78160b5b28de,Android_11,"爱情,都市,家庭",vivo,1470,720
22,,,"真人秀,益智",apple,1125,2436
0,,,"都市,爱情,剧情",apple,2796,1290
6,67F6C71DCEA945838A5061BC29BB626A47da54b6d2236349951730be1b10ee2c,Android_13,"都市,爱情",realme,2168,1080
3,,,"爱情,都市,家庭",apple,2778,1284
7,,Android_10,"真人秀,明星,竞技",HUAWEI,1080,2214
21,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792
1,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",apple,2532,1170
22,90daee6c2dd43563bd4fe18d2cb3806c1caa75a270936caed370995a09418a1c,Android_12,"情感,旅游,真人秀,芒果出品",vivo,1080,2182
23,3a942c8514491ec1139d7a38d2f9a4055b966d15fe047967647bd71c7fa09549,,"剧情,悬疑,爱情",V2002A,,
1,,Android_9,"剧情,喜剧,爱情,家庭",HONOR,1080,1920
1,0892EF2DD43E48AF822A10656475E6CCc1e98c455522848ed4903915518b4b23,Android_13,"都市,爱情,芒果出品",OnePlus,1240,2662
21,,,音乐,apple,1170,2532
6,8BC2C55D32224F308970E92F48493FACfa424c38598687b72a24a4e2c7c93de5,Android_11,"剧情,喜剧,爱情,家庭",OPPO,1080,2153
23,,Android_10,其他,HUAWEI,1080,2265
22,CFB3410E0C434631BA60B5B66346CEF9b023ae9e68e2da4e87c8102c853d5dd3,Android_11,"爱情,都市,家庭",OPPO,2293,1032
23,ef9659d015d143faaeea8d26f1db8aa37160427c9d798257473779119b3661c4,Android_9,"剧情,犯罪",vivo,720,1407
22,F253597DA6634D7E8D9F4BB936AB622F3603f69654dcbbc2102da05192e9f094,Android_11,"芒果出品,青春,偶像,爱情,古装,网剧",OPPO,720,1445
23,,,"都市,爱情,芒果出品",apple,2048,1536
5,,,其他,vivo,2267,1080
0,784255eefbe2facefcc9eb9f6b142671fc71f0a4f1e449878ab194d5d4bda4ac,Android_10,"文化,脱口秀,搞笑",vivo,2244,1080
21,,,"都市,职场",apple,2160,1620
22,c2824823881b9d31dc05231136b8b7f7ea8597e89e76a6d38d5787f6c66ece3b,Android_13,"爱情,言情,都市,芒果出品",vivo,1080,2187
22,,,音乐,apple,1170,2532
2,9a4ddd0fb37effbf,Android_12,"芒果出品,青春,网剧,爱情,都市",Redmi,2174,1080
21,bd62038e2f18d9064296aebe64b551ce7fc826a8b75a2f6c3b2a16b0b2b95839,Android_13,"战争,剧情",samsung,1080,2281
0,2F9ED0425BAD4EF796E4288959DBEFD5f3157df2c21c076c8f2ffee68fd4f979,Android_12,"剧情,犯罪",OPPO,1080,2293
21,FC4C776FC8F44ECF9B554D3284709E2Ffb4305b636e7881f177e0e9b6a8f0b69,Android_10,"爱情,都市,家庭",OPPO,1080,2068
22,68D5A7CA44974FD7BDED6746C496BEBD646ec6445e0f65503562050e74229ba1,Android_12,"剧情,爱情,芒果出品",OPPO,1080,2234
8,a48f749ae6e7e7bc3833fbec3960544e1592750d4f5ea34ebae3da238f9c0c59,Android_10,"都市,爱情",vivo,1080,2152
23,,,"剧情,爱情,芒果出品,都市",apple,1170,2532
1,56D953A0E7BE4EF9A6A441FB6ACD9F01ae6ed1a0c31fc16fe499c038eb18145c,Android_9,"剧情,都市",OPPO,720,1544
21,,,"剧情,爱情,古装",apple,2048,1536
8,807152CEBEA64C8BBB177EEBE3361A300831a9e1ee18d397824a3e249bd2f915,Android_10,"爱情,剧情,喜剧,都市,家庭",OPPO,1080,2242
8,,Android_12,其他,HUAWEI,1080,2259
1,,Android_10,"文化,脱口秀,搞笑",HONOR,1200,1934
8,,Android_9,其他,HONOR,1200,1920
6,,Android_10,"都市,爱情",HUAWEI,1080,2211
